GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,,SeriesFirstDown,,NextScore,Description,TeamWin,,,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
2017100110,2017-10-01,1,9,55,PHI,LAC,2,8,56,,0,,0,"(9:55) (SHOTGUN) 30-C.CLEMENT UP THE MIDDLE TO LAC 39 FOR 5 YARDS (95-T.PALEPOI).",0,,,2017,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,44,OPP,0,,0,,0
2017100110,2017-10-01,1,10,20,PHI,LAC,1,10,54,,0,,0,"(10:20) (SHOTGUN) 30-C.CLEMENT LEFT END TO LAC 44 FOR 2 YARDS (37-J.ADDAE).",0,,,2017,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT END",46,OPP,0,,0,,0
2017100110,2017-10-01,1,12,54,LAC,PHI,2,10,61,,0,,0,"(12:54) (SHOTGUN) 17-P.RIVERS SACKED AT PHI 41 FOR -2 YARDS (56-C.LONG). FUMBLES (56-C.LONG), RECOVERED BY PHI-96-D.BARNETT AT PHI 32. 96-D.BARNETT TO PHI 32 FOR NO GAIN (16-TY.WILLIAMS).",0,,,2017,-2,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,0,,39,OPP,0,,0,,0
2017100110,2017-10-01,1,12,59,LAC,PHI,1,10,61,,0,,0,"(12:59) 17-P.RIVERS PASS INCOMPLETE SHORT LEFT TO 28-M.GORDON.",0,,,2017,0,"UNDER CENTER",PASS,0,1,1,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,39,OPP,0,,0,,0
2017100110,2017-10-01,1,13,39,LAC,PHI,2,4,50,,1,,0,"(13:39) (SHOTGUN) 28-M.GORDON UP THE MIDDLE TO PHI 39 FOR 11 YARDS (58-J.HICKS).",0,,,2017,11,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,50,OPP,0,,0,,0
2017100109,2017-10-01,5,0,38,ARI,SF,2,2,81,,1,,0,"(:38) (NO HUDDLE, SHOTGUN) 3-C.PALMER PASS DEEP RIGHT TO 11-L.FITZGERALD FOR 19 YARDS, TOUCHDOWN.",0,,,2017,19,"NO HUDDLE SHOTGUN",PASS,0,1,0,1,"DEEP RIGHT",0,0,0,,0,0,0,0,0,0,,19,OPP,0,,0,,0
2017100109,2017-10-01,5,0,59,ARI,SF,1,10,73,,0,,0,"(:59) (SHOTGUN) 3-C.PALMER PASS SHORT LEFT TO 38-A.ELLINGTON TO SF 19 FOR 8 YARDS (25-J.WARD).",0,,,2017,8,SHOTGUN,PASS,0,1,0,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,27,OPP,0,,0,,0
2017100109,2017-10-01,5,1,5,ARI,SF,2,20,65,,0,,0,"(1:05) (SHOTGUN) 3-C.PALMER PASS INCOMPLETE SHORT LEFT TO 12-J.BROWN. PENALTY ON SF-25-J.WARD, DEFENSIVE PASS INTERFERENCE, 8 YARDS, ENFORCED AT SF 35 - NO PLAY.",0,,,2017,0,SHOTGUN,PASS,0,1,1,0,"SHORT LEFT",0,0,0,,0,0,0,1,0,0,,35,OPP,1,SF,1,"DEFENSIVE PASS INTERFERENCE",8
2017100109,2017-10-01,5,1,10,ARI,SF,2,10,75,,0,,0,"(1:10) (SHOTGUN) 3-C.PALMER SACKED AT SF 30 FOR -5 YARDS (99-D.BUCKNER). PENALTY ON ARI-70-E.BOEHM, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT SF 25 - NO PLAY.",0,,,2017,-5,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,1,0,0,,25,OPP,1,ARI,1,"OFFENSIVE HOLDING",10
2017100109,2017-10-01,5,1,17,ARI,SF,1,10,75,,0,,0,"(1:17) (NO HUDDLE, SHOTGUN) 3-C.PALMER PASS INCOMPLETE DEEP RIGHT TO 12-J.BROWN (33-R.ROBINSON). THE REPLAY OFFICIAL REVIEWED THE INCOMPLETE PASS RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD STANDS.",0,,,2017,0,"NO HUDDLE SHOTGUN",PASS,0,1,1,0,"DEEP RIGHT",0,0,0,,0,0,0,0,0,0,,25,OPP,0,,0,,0
2017100109,2017-10-01,5,1,37,ARI,SF,1,10,64,,1,,0,"(1:37) (NO HUDDLE, SHOTGUN) 3-C.PALMER PASS SHORT LEFT TO 13-JA.BROWN TO SF 25 FOR 11 YARDS (36-D.JOHNSON) [53-N.BOWMAN].",0,,,2017,11,"NO HUDDLE SHOTGUN",PASS,0,1,0,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,36,OPP,0,,0,,0
2017100109,2017-10-01,5,2,28,SF,ARI,4,5,95,,0,,0,"(2:28) 9-R.GOULD 23 YARD FIELD GOAL IS GOOD, CENTER-86-K.NELSON, HOLDER-5-B.PINION.",0,,,2017,0,"FIELD GOAL","FIELD GOAL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,5,OPP,0,,0,,0
2017100109,2017-10-01,5,2,33,SF,ARI,3,5,95,,0,,0,"(2:33) (SHOTGUN) 2-B.HOYER PASS INCOMPLETE SHORT LEFT.",0,,,2017,0,SHOTGUN,PASS,0,1,1,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,5,OPP,0,,0,,0
